"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage"
"C4170","5","451211","48","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Book stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",43,665,510,477,2089672,1736694,31751,292,"",1.19,1.10,0.94,0.91,0.97,0.99,1.05,0.99
"C4170","5","451211","48","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Book stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",43,481,517,493,2055642,884347,15594,318,"",1.21,0.91,0.98,0.99,0.94,1.05,1.23,0.98
"C4170","5","451211","48","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Book stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",43,472,630,577,2249153,740380,14492,309,"",1.21,0.95,1.09,1.01,0.94,1.11,1.47,0.92
"C4170","5","451212","48","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","News dealers and newsstands","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",4,40,39,39,299755,203611,6881,586,"",0.76,0.80,0.78,0.77,1.04,0.93,1.40,1.33
"C4170","5","451212","48","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","News dealers and newsstands","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",4,40,40,41,270237,102104,3274,515,"",0.77,0.80,0.81,0.82,0.88,0.88,1.44,1.08
"C4170","5","451212","48","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","News dealers and newsstands","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",4,42,47,46,288737,56648,1410,494,"",0.77,0.83,0.93,0.92,0.99,0.83,1.10,1.11
"C4170","5","452","45","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","General merchandise stores","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",369,0,0,0,0,0,0,0,"N",1.27,0,0,0,0,0,0,0
"C4170","5","452","45","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","General merchandise stores","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",375,0,0,0,0,0,0,0,"N",1.28,0,0,0,0,0,0,0
"C4170","5","452","45","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","General merchandise stores","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",379,0,0,0,0,0,0,0,"N",1.28,0,0,0,0,0,0,0
"C4170","5","4521","46","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Department stores","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",101,0,0,0,0,0,0,0,"N",1.38,0,0,0,0,0,0,0
"C4170","5","4521","46","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Department stores","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",103,0,0,0,0,0,0,0,"N",1.40,0,0,0,0,0,0,0
"C4170","5","4521","46","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Department stores","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",103,0,0,0,0,0,0,0,"N",1.40,0,0,0,0,0,0,0
"C4170","5","45211","47","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Department stores","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",101,0,0,0,0,0,0,0,"N",1.38,0,0,0,0,0,0,0
"C4170","5","45211","47","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Department stores","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",103,0,0,0,0,0,0,0,"N",1.40,0,0,0,0,0,0,0
"C4170","5","45211","47","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Department stores","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",103,0,0,0,0,0,0,0,"N",1.40,0,0,0,0,0,0,0
"C4170","5","452111","48","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Department stores, except discount","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",31,0,0,0,0,0,0,0,"N",1.32,0,0,0,0,0,0,0
"C4170","5","452111","48","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Department stores, except discount","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",32,0,0,0,0,0,0,0,"N",1.36,0,0,0,0,0,0,0
"C4170","5","452111","48","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Department stores, except discount","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",32,0,0,0,0,0,0,0,"N",1.37,0,0,0,0,0,0,0
"C4170","5","452112","48","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Discount department stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",70,6498,6248,6148,34369998,27872508,448894,420,"",1.40,1.16,1.14,1.13,1.49,1.48,1.37,1.30
"C4170","5","452112","48","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Discount department stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",71,6072,6014,6062,30884498,13797002,218173,393,"",1.42,1.11,1.11,1.11,1.47,1.48,1.48,1.33
"C4170","5","452112","48","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Discount department stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",71,5976,6077,6030,32271739,8318471,134724,412,"",1.42,1.08,1.10,1.10,1.38,1.11,1.19,1.26
"C4170","5","4529","46","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Other general merchandise stores","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",268,12565,12685,12855,78206006,62439706,996665,474,"",1.23,1.09,1.10,1.11,1.28,1.25,1.20,1.17
"C4170","5","4529","46","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Other general merchandise stores","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",272,12799,12763,12845,70704471,27928621,449162,425,"",1.24,1.09,1.09,1.08,1.25,1.22,1.33,1.15
"C4170","5","4529","46","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Other general merchandise stores","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",276,13087,13221,13194,76830264,14078040,232686,449,"",1.24,1.09,1.11,1.11,1.24,0.89,1.02,1.12
"C4170","5","45291","47","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Warehouse clubs and supercenters","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",48,10057,10164,10350,65148679,52385988,836357,492,"",1.70,1.12,1.14,1.14,1.26,1.26,1.26,1.11
"C4170","5","45291","47","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Warehouse clubs and supercenters","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",50,10259,10215,10289,58107056,21872054,349526,436,"",1.76,1.12,1.12,1.11,1.25,1.21,1.41,1.12
"C4170","5","45291","47","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Warehouse clubs and supercenters","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",49,10530,10686,10656,64699399,10102997,169004,468,"",1.70,1.13,1.15,1.15,1.25,0.82,1.04,1.09
"C4170","5","452910","48","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Warehouse clubs and supercenters","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",48,10057,10164,10350,65148679,52385988,836357,492,"",1.70,1.12,1.14,1.14,1.26,1.26,1.26,1.11
"C4170","5","452910","48","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Warehouse clubs and supercenters","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",50,10259,10215,10289,58107056,21872054,349526,436,"",1.76,1.12,1.12,1.11,1.25,1.21,1.41,1.12
"C4170","5","452910","48","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Warehouse clubs and supercenters","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",49,10530,10686,10656,64699399,10102997,169004,468,"",1.70,1.13,1.15,1.15,1.25,0.82,1.04,1.09
"C4170","5","45299","47","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","All other general merchandise stores","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",220,2508,2521,2505,13057327,10053718,160308,400,"",1.16,0.98,0.99,0.98,1.39,1.23,0.95,1.41
"C4170","5","45299","47","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","All other general merchandise stores","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",222,2540,2548,2556,12597415,6056567,99636,380,"",1.16,0.98,0.98,0.98,1.24,1.27,1.10,1.26
"C4170","5","45299","47","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","All other general merchandise stores","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",227,2557,2535,2538,12130865,3975043,63682,367,"",1.17,0.97,0.97,0.97,1.20,1.15,0.98,1.24
"C4170","5","452990","48","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","All other general merchandise stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",220,2508,2521,2505,13057327,10053718,160308,400,"",1.16,0.98,0.99,0.98,1.39,1.23,0.95,1.41
"C4170","5","452990","48","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","All other general merchandise stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",222,2540,2548,2556,12597415,6056567,99636,380,"",1.16,0.98,0.98,0.98,1.24,1.27,1.10,1.26
"C4170","5","452990","48","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","All other general merchandise stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",227,2557,2535,2538,12130865,3975043,63682,367,"",1.17,0.97,0.97,0.97,1.20,1.15,0.98,1.24
"C4170","5","453","45","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Miscellaneous store retailers","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",619,5589,5669,5683,32853102,24769923,431475,448,"",1.12,1.06,1.06,1.07,1.19,1.23,1.00,1.12
"C4170","5","453","45","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Miscellaneous store retailers","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",628,5828,5918,5866,34742550,13195154,205526,455,"",1.13,1.08,1.08,1.06,1.22,1.35,1.11,1.13
"C4170","5","453","45","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Miscellaneous store retailers","MSA, NAICS 3-digit -- by ownership sector","All establishment sizes",629,5962,6067,6222,37912069,8959535,136880,479,"",1.13,1.07,1.10,1.13,1.28,1.28,1.04,1.17
"C4170","5","4531","46","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Florists","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",71,0,0,0,0,0,0,0,"N",1.03,0,0,0,0,0,0,0
"C4170","5","4531","46","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Florists","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",70,416,479,372,1927913,1077508,15655,351,"",1.01,0.99,1.05,0.88,1.08,1.26,1.14,1.11
"C4170","5","4531","46","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Florists","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",69,370,362,362,1888401,485525,4455,398,"",1.00,0.92,0.91,0.90,1.15,0.99,0.58,1.26
"C4170","5","45311","47","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Florists","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",71,0,0,0,0,0,0,0,"N",1.03,0,0,0,0,0,0,0
"C4170","5","45311","47","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Florists","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",70,416,479,372,1927913,1077508,15655,351,"",1.01,0.99,1.05,0.88,1.08,1.26,1.14,1.11
"C4170","5","45311","47","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Florists","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",69,370,362,362,1888401,485525,4455,398,"",1.00,0.92,0.91,0.90,1.15,0.99,0.58,1.26
"C4170","5","453110","48","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Florists","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",71,0,0,0,0,0,0,0,"N",1.03,0,0,0,0,0,0,0
"C4170","5","453110","48","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Florists","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",70,416,479,372,1927913,1077508,15655,351,"",1.01,0.99,1.05,0.88,1.08,1.26,1.14,1.11
"C4170","5","453110","48","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Florists","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",69,370,362,362,1888401,485525,4455,398,"",1.00,0.92,0.91,0.90,1.15,0.99,0.58,1.26
"C4170","5","4532","46","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Office supplies, stationery, and gift stores","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",216,1808,1796,1801,8756453,6895767,128009,374,"",1.36,0.95,0.94,0.95,0.87,0.92,0.76,0.92
"C4170","5","4532","46","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Office supplies, stationery, and gift stores","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",217,1801,1796,1812,8676332,3375838,59716,370,"",1.37,0.95,0.94,0.94,0.89,1.04,0.99,0.94
"C4170","5","4532","46","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Office supplies, stationery, and gift stores","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",214,1805,1869,2076,9071601,2450869,42836,364,"",1.37,0.93,0.95,1.05,0.86,0.98,0.89,0.88
"C4170","5","45321","47","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Office supplies and stationery stores","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",64,744,752,728,4558384,3204859,70649,473,"",1.36,0.86,0.86,0.84,0.75,0.75,0.70,0.88
"C4170","5","45321","47","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Office supplies and stationery stores","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",61,731,724,725,4474878,1194026,26988,474,"",1.31,0.84,0.84,0.84,0.77,0.78,0.93,0.91
"C4170","5","45321","47","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Office supplies and stationery stores","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",61,758,778,761,4664856,795276,17543,469,"",1.32,0.87,0.89,0.89,0.76,0.74,0.86,0.85
"C4170","5","453210","48","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Office supplies and stationery stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",64,744,752,728,4558384,3204859,70649,473,"",1.36,0.86,0.86,0.84,0.75,0.75,0.70,0.88
"C4170","5","453210","48","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Office supplies and stationery stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",61,731,724,725,4474878,1194026,26988,474,"",1.31,0.84,0.84,0.84,0.77,0.78,0.93,0.91
"C4170","5","453210","48","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Office supplies and stationery stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",61,758,778,761,4664856,795276,17543,469,"",1.32,0.87,0.89,0.89,0.76,0.74,0.86,0.85
"C4170","5","45322","47","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Gift, novelty, and souvenir stores","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",152,1064,1044,1073,4198069,3690908,57360,305,"",1.36,1.01,1.01,1.05,1.04,1.13,0.86,1.02
"C4170","5","45322","47","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Gift, novelty, and souvenir stores","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",156,1070,1072,1087,4201454,2181812,32728,300,"",1.40,1.05,1.02,1.02,1.06,1.27,1.03,1.03
"C4170","5","45322","47","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Gift, novelty, and souvenir stores","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",153,1047,1091,1315,4406745,1655593,25293,295,"",1.39,0.97,1.00,1.16,1.02,1.16,0.92,0.97
"C4170","5","453220","48","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Gift, novelty, and souvenir stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",152,1064,1044,1073,4198069,3690908,57360,305,"",1.36,1.01,1.01,1.05,1.04,1.13,0.86,1.02
"C4170","5","453220","48","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Gift, novelty, and souvenir stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",156,1070,1072,1087,4201454,2181812,32728,300,"",1.40,1.05,1.02,1.02,1.06,1.27,1.03,1.03
"C4170","5","453220","48","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Gift, novelty, and souvenir stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",153,1047,1091,1315,4406745,1655593,25293,295,"",1.39,0.97,1.00,1.16,1.02,1.16,0.92,0.97
"C4170","5","4533","46","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Used merchandise stores","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",87,1225,1206,1216,5326316,4428616,63977,337,"",0.98,1.15,1.13,1.14,1.21,1.63,1.25,1.06
"C4170","5","4533","46","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Used merchandise stores","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",89,1262,1265,1261,5379426,3234332,45612,328,"",0.99,1.18,1.17,1.16,1.19,2.17,1.86,1.02
"C4170","5","4533","46","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Used merchandise stores","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",90,1274,1295,1256,5675685,2039271,23638,342,"",1.01,1.16,1.17,1.14,1.20,1.86,1.34,1.04
"C4170","5","45331","47","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Used merchandise stores","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",87,1225,1206,1216,5326316,4428616,63977,337,"",0.98,1.15,1.13,1.14,1.21,1.63,1.25,1.06
"C4170","5","45331","47","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Used merchandise stores","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",89,1262,1265,1261,5379426,3234332,45612,328,"",0.99,1.18,1.17,1.16,1.19,2.17,1.86,1.02
"C4170","5","45331","47","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Used merchandise stores","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",90,1274,1295,1256,5675685,2039271,23638,342,"",1.01,1.16,1.17,1.14,1.20,1.86,1.34,1.04
"C4170","5","453310","48","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Used merchandise stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",87,1225,1206,1216,5326316,4428616,63977,337,"",0.98,1.15,1.13,1.14,1.21,1.63,1.25,1.06
"C4170","5","453310","48","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Used merchandise stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",89,1262,1265,1261,5379426,3234332,45612,328,"",0.99,1.18,1.17,1.16,1.19,2.17,1.86,1.02
"C4170","5","453310","48","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Used merchandise stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",90,1274,1295,1256,5675685,2039271,23638,342,"",1.01,1.16,1.17,1.14,1.20,1.86,1.34,1.04
"C4170","5","4539","46","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Other miscellaneous store retailers","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",245,0,0,0,0,0,0,0,"N",1.04,0,0,0,0,0,0,0
"C4170","5","4539","46","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Other miscellaneous store retailers","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",252,2349,2378,2421,18758879,5507476,84543,606,"",1.05,1.18,1.16,1.16,1.50,1.31,0.97,1.29
"C4170","5","4539","46","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Other miscellaneous store retailers","MSA, NAICS 4-digit -- by ownership sector","All establishment sizes",256,2513,2541,2528,21276382,3983870,65951,648,"",1.06,1.19,1.23,1.24,1.68,1.38,1.13,1.38
"C4170","5","45391","47","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Pet and pet supplies stores","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",48,872,883,894,5023507,4216536,64676,438,"",1.08,1.17,1.18,1.18,1.55,1.50,1.14,1.31
"C4170","5","45391","47","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Pet and pet supplies stores","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",48,897,912,922,6188657,2261961,34373,523,"",1.08,1.19,1.20,1.20,1.68,1.49,1.28,1.40
"C4170","5","45391","47","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Pet and pet supplies stores","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",50,1017,1028,1034,7985105,1815801,28807,598,"",1.11,1.32,1.34,1.35,2.25,1.78,1.64,1.68
"C4170","5","453910","48","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Pet and pet supplies stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",48,872,883,894,5023507,4216536,64676,438,"",1.08,1.17,1.18,1.18,1.55,1.50,1.14,1.31
"C4170","5","453910","48","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Pet and pet supplies stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",48,897,912,922,6188657,2261961,34373,523,"",1.08,1.19,1.20,1.20,1.68,1.49,1.28,1.40
"C4170","5","453910","48","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Pet and pet supplies stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",50,1017,1028,1034,7985105,1815801,28807,598,"",1.11,1.32,1.34,1.35,2.25,1.78,1.64,1.68
"C4170","5","45392","47","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Art dealers","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",14,0,0,0,0,0,0,0,"N",0.55,0,0,0,0,0,0,0
"C4170","5","45392","47","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Art dealers","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",14,0,0,0,0,0,0,0,"N",0.54,0,0,0,0,0,0,0
"C4170","5","45392","47","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Art dealers","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",12,0,0,0,0,0,0,0,"N",0.46,0,0,0,0,0,0,0
"C4170","5","453920","48","0","2014","1","N","San Antonio-New Braunfels, TX MSA","Private","Art dealers","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",14,0,0,0,0,0,0,0,"N",0.55,0,0,0,0,0,0,0
"C4170","5","453920","48","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Art dealers","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",14,0,0,0,0,0,0,0,"N",0.54,0,0,0,0,0,0,0
"C4170","5","453920","48","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Art dealers","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",12,0,0,0,0,0,0,0,"N",0.46,0,0,0,0,0,0,0
"C4170","5","45393","47","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Manufactured, mobile, home dealers","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",27,198,211,224,3590712,1617628,37190,1309,"",2.32,2.52,2.67,2.79,4.92,3.19,2.28,1.85
"C4170","5","45393","47","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Manufactured, mobile, home dealers","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",26,0,0,0,0,0,0,0,"N",2.25,0,0,0,0,0,0,0
"C4170","5","45393","47","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Manufactured, mobile, home dealers","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",27,0,0,0,0,0,0,0,"N",2.35,0,0,0,0,0,0,0
"C4170","5","453930","48","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Manufactured, mobile, home dealers","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",27,198,211,224,3590712,1617628,37190,1309,"",2.32,2.52,2.67,2.79,4.92,3.19,2.28,1.85
"C4170","5","453930","48","0","2014","2","N","San Antonio-New Braunfels, TX MSA","Private","Manufactured, mobile, home dealers","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",26,0,0,0,0,0,0,0,"N",2.25,0,0,0,0,0,0,0
"C4170","5","453930","48","0","2014","3","N","San Antonio-New Braunfels, TX MSA","Private","Manufactured, mobile, home dealers","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",27,0,0,0,0,0,0,0,"N",2.35,0,0,0,0,0,0,0
"C4170","5","45399","47","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","All other miscellaneous store retailers","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",156,1069,1072,1134,7937516,5779128,106548,559,"",1.02,1.09,1.10,1.14,1.25,1.29,1.06,1.12
"C4170","5","45399","47","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","All other miscellaneous store retailers","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",164,1185,1193,1217,8220837,2554398,38096,528,"",1.04,1.14,1.10,1.09,1.19,1.13,0.75,1.07
"C4170","5","45399","47","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","All other miscellaneous store retailers","MSA, NAICS 5-digit -- by ownership sector","All establishment sizes",167,1221,1232,1213,9006488,1679005,26952,567,"",1.04,1.07,1.12,1.12,1.27,1.06,0.79,1.14
"C4170","5","453991","48","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Tobacco stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",28,114,111,122,703883,591028,6809,468,"",0.68,0.53,0.50,0.54,0.72,0.71,0.43,1.38
"C4170","5","453991","48","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Tobacco stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",28,125,119,125,678868,317219,3615,425,"",0.65,0.54,0.51,0.53,0.67,0.66,0.43,1.28
"C4170","5","453991","48","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Tobacco stores","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",27,118,123,123,717283,199534,2753,455,"",0.61,0.50,0.52,0.52,0.66,0.55,0.45,1.29
"C4170","5","453998","48","0","2014","1","","San Antonio-New Braunfels, TX MSA","Private","Store retailers not specified elsewhere","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",128,955,961,1012,7233633,5188100,99739,570,"",1.14,1.25,1.27,1.32,1.35,1.42,1.18,1.05
"C4170","5","453998","48","0","2014","2","","San Antonio-New Braunfels, TX MSA","Private","Store retailers not specified elsewhere","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",136,1060,1074,1092,7541969,2237179,34481,540,"",1.19,1.31,1.26,1.24,1.28,1.25,0.81,1.01
"C4170","5","453998","48","0","2014","3","","San Antonio-New Braunfels, TX MSA","Private","Store retailers not specified elsewhere","MSA, NAICS 6-digit -- by ownership sector","All establishment sizes",140,1103,1109,1090,8289205,1479471,24199,579,"",1.21,1.23,1.29,1.30,1.37,1.21,0.86,1.08
